stage,hole_cards,comm_cards,hand_potential,hand_strength,action
TURN,"['5h', '8h']","['6c', '6h', 'Jc', '2d']",0.29831144465290804,8, 'Player IlxxxlI checks'
PREFLOP,"['8c', '8d']",-1,0.25,-1, 'Player IlxxxlI calls (0.35)'
FLOP,"['8c', '8d']","['5h', '8s', '5d']",0.9668989547038328,3, 'Player IlxxxlI checks'
TURN,"['8c', '8d']","['5h', '8s', '5d', '3s']",0.9668989547038328,3, 'Player IlxxxlI bets (1.21)'
PREFLOP,"['5d', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', '7c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Ts']",-1,0.17,-1, 'Player IlxxxlI raises (1.75)'
FLOP,"['Qs', 'Ts']","['2c', 'Kc', '3h']",0.09662288930581608,9, 'Player IlxxxlI checks'
TURN,"['Qs', 'Ts']","['2c', 'Kc', '3h', 'Qd']",0.4859287054409006,8, 'Player IlxxxlI bets (1.42)'
PREFLOP,"['Qd', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9h', '9s']",-1,0.38,-1,'Player IlxxxlI raises (0.62)'
PREFLOP,"['6s', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', 'Kd']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7s', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2c', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ac', 'Jh']",-1,0.19,-1, 'Player IlxxxlI raises (1.25)'
PREFLOP,"['Jd', 'Ac']",-1,0.19,-1, 'Player IlxxxlI raises (0.58)'
FLOP,"['Jd', 'Ac']","['Td', 'Tc', 'Js']",0.6206110962208523,7, 'Player IlxxxlI checks'
PREFLOP,"['Qc', 'Ad']",-1,0.31,-1, 'Player IlxxxlI raises (7)'
FLOP,"['Qc', 'Ad']","['2h', '2s', '3c']",0.19807022246046635,8, 'Player IlxxxlI bets (5.22)'
TURN,"['Qc', 'Ad']","['2h', '2s', '3c', '7d']",0.19860627177700352,8, 'Player IlxxxlI checks'
RIVER,"['Qc', 'Ad']","['2h', '2s', '3c', '7d', 'As']",0.6529080675422139,7, 'Player IlxxxlI bets (8.53)'
PREFLOP,"['Jc', '9c']",-1,0.04,-1, 'Player IlxxxlI calls (1)'
FLOP,"['Jc', '9c']","['6c', 'Kc', 'Js']",0.45590994371482174,8, 'Player IlxxxlI checks'
PREFLOP,"['2d', '3c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['2c', '2s']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Qd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Jc']",-1,0.08,-1, 'Player IlxxxlI raises (0.52)'
PREFLOP,"['Js', '9c']",-1,-0.09,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['3h', 'As']",-1,-0.13,-1, 'Player IlxxxlI raises (0.52)'
PREFLOP,"['Ad', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '8s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7d', 'Ks']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8c', '3h']",-1,-0.12,-1,
PREFLOP,"['7c', '5c']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['As', '7h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8d', '7s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '5d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '2s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5h', 'Jc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '9c']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7s', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '8d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['2c', 'Qd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Qd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2h', 'Ks']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7c', '3c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Td']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Td']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['5d', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7h', 'Ac']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8h', '6h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Th', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5s', '8d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['9s', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9s', '8h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['7s', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['As', '5d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '8d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '7c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Qs']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9s', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', '8s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', '4c']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['4d', '6d']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['3h', 'As']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6h', '3h']",-1,-0.11,-1, 'Player IlxxxlI raises (1)'
PREFLOP,"['7h', 'Kh']",-1,-0.00,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Js']",-1,-0.13,-1, 'Player IlxxxlI checks'
FLOP,"['5c', 'Js']","['6h', 'Kd', 'Jh']",0.4537657464486733,8, 'Player IlxxxlI checks'
PREFLOP,"['2d', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3s', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['4h', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['6c', 'Ks']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Th', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Ad']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Qd']",-1,0.03,-1,
PREFLOP,"['5c', '7c']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['9c', '6d']",-1,-0.12,-1,
PREFLOP,"['Tc', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', '7s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '7c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Js', '9d']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Ad']",-1,0.08,-1, 'Player IlxxxlI raises (1.25)'
FLOP,"['Ts', 'Ad']","['8h', 'Jd', 'As']",0.5407397480568212,8, 'Player IlxxxlI bets (1.36)'
PREFLOP,"['Kd', 'Js']",-1,0.08,-1,'Player IlxxxlI raises (1.50)'
PREFLOP,"['Ac', '8c']",-1,0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Jh']",-1,0.03,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['5d', '8h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7d', 'Qs']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Ts']",-1,-0.03,-1, 'Player IlxxxlI calls (0.15)'
FLOP,"['Jh', 'Ts']","['Js', '7h', '7s']",0.6157866523720182,7, 'Player IlxxxlI bets (0.32)'
TURN,"['Jh', 'Ts']","['Js', '7h', '7s', 'Qs']",0.6159206647011526,7, 'Player IlxxxlI checks'
RIVER,"['Jh', 'Ts']","['Js', '7h', '7s', 'Qs', '4s']",0.8446797105333691,4, 'Player IlxxxlI checks'
PREFLOP,"['6c', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9c', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7h', '6h']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Th']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['2h', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4c', 'Ks']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['2s', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '9s']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['5c', '3h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '8s']",-1,-0.07,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['Kd', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8c', '8h']",-1,0.25,-1, 'Player IlxxxlI raises (0.62)'
FLOP,"['8c', '8h']","['Ad', '4d', '6s']",0.3712141517019566,8, 'Player IlxxxlI checks'
TURN,"['8c', '8h']","['Ad', '4d', '6s', '2s']",0.3712141517019566,8, 'Player IlxxxlI checks'
PREFLOP,"['6s', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '5s']",-1,0.02,-1, 'Player IlxxxlI calls (1)'
FLOP,"['5d', '5s']","['3d', 'As', 'Qc']",0.2866523720182257,8, 'Player IlxxxlI checks'
PREFLOP,"['5c', '6d']",-1,-0.12,-1, 'Player IlxxxlI checks'
FLOP,"['5c', '6d']","['7s', '9c', '5s']",0.2634682390779952,8, 'Player IlxxxlI checks'
TURN,"['5c', '6d']","['7s', '9c', '5s', '2c']",0.2634682390779952,8, 'Player IlxxxlI checks'
RIVER,"['5c', '6d']","['7s', '9c', '5s', '2c', 'As']",0.28424015009380865,8, 'Player IlxxxlI checks'
PREFLOP,"['2d', 'Th']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', 'Js']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['4c', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Jc']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8c', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7s', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '5h']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['7c', '2c']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Js']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Td']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ad', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8h', '7h']",-1,-0.02,-1, 'Player IlxxxlI raises (0.58)'
FLOP,"['8h', '7h']","['Qd', '4c', '2h']",0.03645135352452422,9, 'Player IlxxxlI checks'
PREFLOP,"['2c', 'Kd']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '5d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7c', '5h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7h', '9c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '8s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Th', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Js', '9c']",-1,-0.09,-1, 'Player IlxxxlI checks'
FLOP,"['Js', '9c']","['Ah', '7d', '3d']",0.12798177432323776,9, 'Player IlxxxlI checks'
PREFLOP,"['4d', '3s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '7c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8d', '5s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['9h', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', '8d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Tc']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['6d', '9s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3h', '2h']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'Qh']",-1,0.31,-1,Player IlxxxlI folds
PREFLOP,"['Ac', 'As']",-1,2.32,-1, 'Player IlxxxlI raises (1.75)'
PREFLOP,"['Td', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3h', '2h']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['7d', 'Jc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6s', '2d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '2s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5h', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Qd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'As']",-1,2.32,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['5d', '7s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['8d', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Js', '4s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '2d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['7s', '3c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5s', '7h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Td']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Jc']",-1,0.04,-1, 'Player IlxxxlI calls (0.15)'
FLOP,"['9c', 'Jc']","['2s', '3d', '5d']",0.021039935674082022,9, 'Player IlxxxlI checks'
PREFLOP,"['6d', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'Td']",-1,0.08,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['Ah', 'Td']","['3c', '5h', '7h']",0.11618868935942106,9, 'Player IlxxxlI checks'
TURN,"['Ah', 'Td']","['3c', '5h', '7h', '7d']",0.34387563655856335,8, 'Player IlxxxlI checks'
RIVER,"['Ah', 'Td']","['3c', '5h', '7h', '7d', 'Ad']",0.6600107209863307,7, 'Player IlxxxlI bets (0.35)'
PREFLOP,"['3c', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '5s']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['As', '3s']",-1,0.02,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Td']",-1,-0.10,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['8s', 'Td']","['Ks', '4c', 'Jc']",0.08764406325381935,9, 'Player IlxxxlI bets (1)'
PREFLOP,"['Jh', 'As']",-1,0.19,-1, 'Player IlxxxlI raises (3.25)'
PREFLOP,"['7d', 'Qs']",-1,-0.12,-1,
PREFLOP,"['Td', '9h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['7h', '9s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ac', 'Qh']",-1,0.31,-1, 'Player IlxxxlI raises (0.52)'
PREFLOP,"['Js', 'Ad']",-1,0.19,-1,
PREFLOP,"['9s', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Kh']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['8d', 'Qh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6d', '5c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Kh']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Jc']",-1,0.19,-1, 'Player IlxxxlI raises (0.75)'
FLOP,"['As', 'Jc']","['9s', '9c', '2s']",0.4033771106941839,8, 'Player IlxxxlI checks'
TURN,"['As', 'Jc']","['9s', '9c', '2s', '8s']",0.40418118466898956,8, 'Player IlxxxlI checks'
PREFLOP,"['8c', 'Ad']",-1,-0.07,-1,'Player IlxxxlI raises (2.30)'
PREFLOP,"['Jd', '4h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Jh']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['2c', '7c']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '3d']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '6c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Ks']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '5s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'Qs']",-1,0.31,-1,'Player IlxxxlI raises (0.75)'
FLOP,"['Ad', 'Qs']","['4c', 'Td', 'Js']",0.14835164835164838,9, 'Player IlxxxlI calls (1.19)'
PREFLOP,"['Ad', 'Ks']",-1,0.51,-1, 'Player IlxxxlI raises (3.50)'
FLOP,"['Ad', 'Ks']","['Jd', '4s', 'Jh']",0.4648887697668186,8, 'Player IlxxxlI bets (3.92)'
TURN,"['Ad', 'Ks']","['Jd', '4s', 'Jh', '5c']",0.4650227820959528,8, 'Player IlxxxlI checks'
RIVER,"['Ad', 'Ks']","['Jd', '4s', 'Jh', '5c', '6d']",0.46515679442508706,8, 'Player IlxxxlI checks'
PREFLOP,"['6h', 'Js']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '6d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'Kc']",-1,0.08,-1, 'Player IlxxxlI calls (1.50)'
FLOP,"['Jd', 'Kc']","['5s', 'Ad', '4h']",0.16108281961940496,9, 'Player IlxxxlI checks'
PREFLOP,"['Kc', '6c']",-1,-0.04,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Kc', '6c']","['9d', '3h', '7c']",0.06794425087108014,9,Player IlxxxlI folds
PREFLOP,"['7d', '6d']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['9h', '8d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['5h', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9c', '7s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7d', '8c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '7d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Th', '2d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', '7c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9s', '8d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Jc']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['8c', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3c', '9s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7c', '9s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['2s', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '7c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['4s', '8h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Kh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Th', 'As']",-1,0.08,-1,'Player IlxxxlI raises (1)'
PREFLOP,"['Qd', 'Ac']",-1,0.31,-1, 'Player IlxxxlI raises (1.65)'
FLOP,"['Qd', 'Ac']","['2c', 'Qh', '6s']",0.4888769766818547,8, 'Player IlxxxlI bets (1.34)'
PREFLOP,"['Td', 'Tc']",-1,0.58,-1, 'Player IlxxxlI allin (5)'
PREFLOP,"['Jh', 'Tc']",-1,-0.03,-1, 'Player IlxxxlI raises (1.15)'
PREFLOP,"['4d', '8h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2s', '8d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Td', '9s']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['7s', '8d']",-1,-0.12,-1, 'Player IlxxxlI calls (2)'
FLOP,"['7s', '8d']","['Qh', 'Ac', '6d']",0.1376306620209059,9, 'Player IlxxxlI checks'
TURN,"['7s', '8d']","['Qh', 'Ac', '6d', '7c']",0.34615384615384615,8, 'Player IlxxxlI checks'
RIVER,"['7s', '8d']","['Qh', 'Ac', '6d', '7c', '4c']",0.34615384615384615,8,Player IlxxxlI folds
PREFLOP,"['3s', 'Ac']",-1,-0.13,-1,
PREFLOP,"['6d', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2c', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Td', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qh', 'Td']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Qh']",-1,-0.08,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['6h', 'Qh']","['9c', '4h', 'As']",0.13883677298311448,9, 'Player IlxxxlI checks'
PREFLOP,"['Qh', '2h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Th', '7d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8c', '9h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['9h', 'Jc']",-1,-0.09,-1, 'Player IlxxxlI raises (0.52)'
FLOP,"['9h', 'Jc']","['9c', '4d', 'Kc']",0.39761458054140986,8, 'Player IlxxxlI checks'
TURN,"['9h', 'Jc']","['9c', '4d', 'Kc', '6s']",0.39788260519967833,8, 'Player IlxxxlI bets (0.25)'
RIVER,"['9h', 'Jc']","['9c', '4d', 'Kc', '6s', '3s']",0.39788260519967833,8, 'Player IlxxxlI checks'
PREFLOP,"['Jh', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8d', '3d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['4d', '7s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '2d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '7s']",-1,-0.10,-1, 'Player IlxxxlI raises (2.30)'
PREFLOP,"['Qc', 'Ac']",-1,0.59,-1, 'Player IlxxxlI raises (1.08)'
FLOP,"['Qc', 'Ac']","['4d', '4s', '3h']",0.257169659608684,8, 'Player IlxxxlI calls (1.31)'
TURN,"['Qc', 'Ac']","['4d', '4s', '3h', '6h']",0.25743768426695257,8,Player IlxxxlI folds
PREFLOP,"['7d', '7s']",-1,0.16,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['7d', '7s']","['As', 'Ad', 'Tc']",0.6600107209863307,7, 'Player IlxxxlI checks'
PREFLOP,"['Jh', 'Ts']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '6s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Js']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['8c', '9c']",-1,0.00,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['8c', '9c']","['Td', 'Kc', '6h']",0.07759313856874828,9, 'Player IlxxxlI checks'
PREFLOP,"['Th', 'Jh']",-1,0.15,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Jc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', '8s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['4h', '8s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Qs']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Kh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', '8h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['As', 'Kd']",-1,0.51,-1, 'Player IlxxxlI raises (3)'
PREFLOP,"['Qh', '7s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6d', '8d']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'Tc']",-1,0.08,-1, 'Player IlxxxlI raises (0.62)'
FLOP,"['Ad', 'Tc']","['5h', '9c', 'Ah']",0.5356472795497186,8, 'Player IlxxxlI checks'
TURN,"['Ad', 'Tc']","['5h', '9c', 'Ah', 'Qs']",0.5456982042347895,8, 'Player IlxxxlI bets (0.50)'
RIVER,"['Ad', 'Tc']","['5h', '9c', 'Ah', 'Qs', 'Ks']",0.5541409809702493,8, 'Player IlxxxlI checks'
PREFLOP,"['5h', 'Ks']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8d', 'Qd']",-1,-0.02,-1, 'Player IlxxxlI checks'
FLOP,"['8d', 'Qd']","['2s', 'Kc', 'Td']",0.0986330742428303,9,Player IlxxxlI folds
PREFLOP,"['5s', 'Td']",-1,-0.12,-1,Player IlxxxlI folds
