stage,hole_cards,comm_cards,hand_potential,hand_strength,action
FLOP,"['3d', 'As']","['9d', '7c', '8s']",0.11377646743500403,9, 'Player IlxxxlI checks'
TURN,"['3d', 'As']","['9d', '7c', '8s', '9h']",0.4023050120611096,8, 'Player IlxxxlI checks'
RIVER,"['3d', 'As']","['9d', '7c', '8s', '9h', 'Kd']",0.40645939426427236,8, 'Player IlxxxlI checks'
PREFLOP,"['Kc', 'Tc']",-1,0.20,-1, 'Player IlxxxlI raises (0.50)'
PREFLOP,"['7d', '3s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8d', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5c', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '7s']",-1,-0.11,-1,
PREFLOP,"['3d', 'Jc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '4d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '3h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['8s', '9d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '6h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Kc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', 'Td']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['2d', '7c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Ad']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '6h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Ah']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7s', '6d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Qs']",-1,0.17,-1, 'Player IlxxxlI raises (0.50)'
PREFLOP,"['Ks', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['8c', 'Qh']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Jc']",-1,0.03,-1, 'Player IlxxxlI raises (2.50)'
FLOP,"['Qs', 'Jc']","['4h', '5h', 'Ks']",0.10104529616724733,9, 'Player IlxxxlI bets (1.74)'
TURN,"['Qs', 'Jc']","['4h', '5h', 'Ks', 'Ad']",0.17046368265880463,9, 'Player IlxxxlI checks'
RIVER,"['Qs', 'Jc']","['4h', '5h', 'Ks', 'Ad', 'Td']",0.7855802733851515,5, 'Player IlxxxlI bets (8)'
PREFLOP,"['3s', 'Ah']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5d', '8h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Js', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Kd', '9h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['4s', '8s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Th']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '7c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5d', '8s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Th', 'Ah']",-1,0.32,-1, 'Player IlxxxlI raises (2.30)'
PREFLOP,"['2s', 'Qc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '5d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '7d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Tc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '4s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['As', '7s']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['Ac', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', '7c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '7c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['4h', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', '4d']",-1,-0.03,-1, 'Player IlxxxlI raises (0.50)'
FLOP,"['4s', '4d']","['5c', '6d', '5d']",0.5620477083891717,7, 'Player IlxxxlI checks'
TURN,"['4s', '4d']","['5c', '6d', '5d', 'Jh']",0.5627177700348431,7, 'Player IlxxxlI checks'
RIVER,"['4s', '4d']","['5c', '6d', '5d', 'Jh', '7d']",0.5627177700348431,7, 'Player IlxxxlI checks'
PREFLOP,"['Tc', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3s', '5s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5d', '4h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', '2c']",-1,-0.15,-1, 'Player IlxxxlI calls (2)'
FLOP,"['3c', '2c']","['Kc', 'Ah', '6h']",0.1496917716429912,9, 'Player IlxxxlI checks'
PREFLOP,"['Kh', '7c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7s', '8s']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['4s', '3s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', '3d']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Qd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Th', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Ad']",-1,0.00,-1,Player IlxxxlI folds
PREFLOP,"['2h', '4h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Ad', '7d']",-1,0.08,-1, 'Player IlxxxlI raises (0.62)'
PREFLOP,"['6s', 'Jh']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'As']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qh', 'Ts']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['6c', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '3h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '9c']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Ah']",-1,-0.12,-1, 'Player IlxxxlI raises (0.58)'
PREFLOP,"['Th', 'Tc']",-1,0.58,-1, 'Player IlxxxlI raises (7.80)'
PREFLOP,"['As', '6s']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['7c', '9d']",-1,-0.10,-1, 'Player IlxxxlI checks'
FLOP,"['7c', '9d']","['Kh', '5s', '6h']",0.06821227552934872,9, 'Player IlxxxlI bets (0.25)'
TURN,"['7c', '9d']","['Kh', '5s', '6h', '4d']",0.06821227552934872,9, 'Player IlxxxlI bets (0.52)'
PREFLOP,"['Jc', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6d', 'Kh']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2d', '3s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9d', '8s']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['6d', '3h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Th', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Qh', '3c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'Qh']",-1,0.59,-1, 'Player IlxxxlI raises (4.50)'
FLOP,"['Ah', 'Qh']","['3h', 'Kh', 'Ac']",0.5532028946663092,8, 'Player IlxxxlI bets (4.82)'
TURN,"['Ah', 'Qh']","['3h', 'Kh', 'Ac', 'Js']",0.5542749932993836,8, 'Player IlxxxlI allin (14.18)'
PREFLOP,"['Kd', '8d']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['3c', '8s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qd', '4d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '2h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Td', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['2h', '8s']",-1,-0.12,-1, 'Player IlxxxlI checks'
FLOP,"['2h', '8s']","['7c', '2c', 'Qh']",0.18426695255963543,8, 'Player IlxxxlI checks'
TURN,"['2h', '8s']","['7c', '2c', 'Qh', '6d']",0.18426695255963543,8, 'Player IlxxxlI checks'
RIVER,"['2h', '8s']","['7c', '2c', 'Qh', '6d', 'Ah']",0.19874028410613775,8, 'Player IlxxxlI checks'
PREFLOP,"['Qh', 'Ah']",-1,0.59,-1, 'Player IlxxxlI raises (0.58)'
PREFLOP,"['6c', 'Ac']",-1,0.03,-1, 'Player IlxxxlI raises (0.75)'
PREFLOP,"['Ah', 'Js']",-1,0.19,-1, 'Player IlxxxlI raises (2.54)'
PREFLOP,"['7d', 'Jc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '6s']",-1,-0.04,-1,Player IlxxxlI folds
PREFLOP,"['Ks', 'Ts']",-1,0.20,-1, 'Player IlxxxlI raises (4.75)'
PREFLOP,"['6h', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'Th']",-1,0.32,-1,Player IlxxxlI folds
PREFLOP,"['4c', '3h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', '3c']",-1,-0.11,-1, 'Player IlxxxlI calls (2)'
FLOP,"['5c', '3c']","['9d', '2c', 'Kc']",0.06580005360493169,9, 'Player IlxxxlI checks'
TURN,"['5c', '3c']","['9d', '2c', 'Kc', 'Th']",0.07558295363173417,9, 'Player IlxxxlI bets (4.59)'
RIVER,"['5c', '3c']","['9d', '2c', 'Kc', 'Th', '8s']",0.07745912623961404,9, 'Player IlxxxlI checks'
PREFLOP,"['Ks', '9s']",-1,0.09,-1,Player IlxxxlI folds
PREFLOP,"['6s', '8c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '4d']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['8d', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7h', 'Ah']",-1,0.08,-1,Player IlxxxlI folds
PREFLOP,"['2d', '3d']",-1,-0.15,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '2c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Kc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', '3c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Qc', '9s']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['6h', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2c', '9c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9h', '2c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Qs']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['As', '4d']",-1,-0.12,-1,
PREFLOP,"['Kd', '5s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5s', 'Ad']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9c', '3c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['6h', 'Qh']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Ah']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['4h', 'Kh']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['3s', '6d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Qd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9d', 'Jh']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['8s', '8h']",-1,0.25,-1, 'Player IlxxxlI raises (0.87)'
PREFLOP,"['Td', '7d']",-1,-0.05,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '7d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', 'Jc']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '3s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['2c', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Js', 'Jd']",-1,0.86,-1, 'Player IlxxxlI raises (2.25)'
PREFLOP,"['8d', 'Ks']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Jc']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '4h']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Td', 'As']",-1,0.08,-1, 'Player IlxxxlI raises (0.62)'
PREFLOP,"['9d', 'Ah']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['8h', 'Qh']",-1,-0.02,-1, 'Player IlxxxlI checks'
FLOP,"['8h', 'Qh']","['5h', '9h', 'Jc']",0.056955239882069186,9, 'Player IlxxxlI bets (0.32)'
PREFLOP,"['7s', '2d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', '8c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3c', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '5d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', 'Th']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2h', '2d']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['3h', 'Qh']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '8d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Th', '8d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['8d', '2s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['3d', '7d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Qc', 'Ks']",-1,0.16,-1, 'Player IlxxxlI raises (0.62)'
PREFLOP,"['6s', '3d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kc', '3s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Ts']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Kd']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7d', '7h']",-1,0.16,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['7d', '7h']","['8d', 'Qd', '5s']",0.3315465022782096,8, 'Player IlxxxlI calls (0.25)'
TURN,"['7d', '7h']","['8d', 'Qd', '5s', 'Ks']",0.3401232913428035,8, 'Player IlxxxlI calls (0.25)'
RIVER,"['7d', '7h']","['8d', 'Qd', '5s', 'Ks', 'Jd']",0.34052532833020643,8, 'Player IlxxxlI checks'
PREFLOP,"['As', '5s']",-1,0.08,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['As', '5s']","['Qh', 'Ah', '3h']",0.5415438220316269,8, 'Player IlxxxlI checks'
TURN,"['As', '5s']","['Qh', 'Ah', '3h', '3c']",0.6543822031626909,7, 'Player IlxxxlI checks'
PREFLOP,"['4c', '4d']",-1,-0.03,-1, 'Player IlxxxlI calls (0.15)'
FLOP,"['4c', '4d']","['9d', '5d', '3c']",0.23304744036451353,8, 'Player IlxxxlI checks'
TURN,"['4c', '4d']","['9d', '5d', '3c', 'Td']",0.23706781023854195,8, 'Player IlxxxlI checks'
PREFLOP,"['5s', 'Js']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Tc', '6s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '6c']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'Jc']",-1,0.86,-1, 'Player IlxxxlI raises (0.88)'
PREFLOP,"['9h', '7c']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qs', 'Jc']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'As']",-1,0.51,-1, 'Player IlxxxlI raises (1)'
PREFLOP,"['4d', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['7h', '7c']",-1,0.16,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['7h', '7c']","['6s', '6h', 'Ah']",0.5763870276065398,7, 'Player IlxxxlI checks'
TURN,"['7h', '7c']","['6s', '6h', 'Ah', 'Th']",0.5763870276065398,7, 'Player IlxxxlI checks'
RIVER,"['7h', '7c']","['6s', '6h', 'Ah', 'Th', '4s']",0.5763870276065398,7, 'Player IlxxxlI checks'
PREFLOP,"['3h', '2c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['4s', '6s']",-1,-0.09,-1, 'Player IlxxxlI calls (0.15)'
FLOP,"['4s', '6s']","['2s', '5c', '5s']",0.2598499061913696,8, 'Player IlxxxlI bets (0.32)'
PREFLOP,"['9c', '3s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8s', '5s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5h', '8h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['2c', '7c']",-1,-0.15,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['2c', '7c']","['Qd', '8s', 'Qs']",0.46998123827392124,8, 'Player IlxxxlI checks'
TURN,"['2c', '7c']","['Qd', '8s', 'Qs', 'Ts']",0.4761458054140981,8,Player IlxxxlI folds
PREFLOP,"['3h', '9h']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Ks']",-1,0.01,-1,Player IlxxxlI folds
PREFLOP,"['4d', 'Qd']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['6h', '7h']",-1,-0.03,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['6h', '7h']","['9h', 'Ah', '5d']",0.11216831948539263,9, 'Player IlxxxlI checks'
TURN,"['6h', '7h']","['9h', 'Ah', '5d', 'Qs']",0.13964084695792012,9, 'Player IlxxxlI calls (0.95)'
RIVER,"['6h', '7h']","['9h', 'Ah', '5d', 'Qs', '4c']",0.13964084695792012,9,Player IlxxxlI folds
PREFLOP,"['9d', 'Js']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['3c', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jc', '4s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8h', '5d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['6s', 'Kc']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6s', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Th', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['8c', '9c']",-1,0.00,-1,Player IlxxxlI folds
PREFLOP,"['8d', '5h']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '6c']",-1,-0.12,-1, 'Player IlxxxlI calls (0.50)'
FLOP,"['Ah', '6c']","['Jh', '6s', 'Kc']",0.31827928169391584,8, 'Player IlxxxlI checks'
TURN,"['Ah', '6c']","['Jh', '6s', 'Kc', '3s']",0.31827928169391584,8, 'Player IlxxxlI checks'
RIVER,"['Ah', '6c']","['Jh', '6s', 'Kc', '3s', '9h']",0.31827928169391584,8, 'Player IlxxxlI checks'
PREFLOP,"['8s', '5d']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ts', 'Qc']",-1,-0.02,-1,Player IlxxxlI folds
PREFLOP,"['Kh', '8s']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['7c', '5c']",-1,-0.09,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['7c', '5c']","['Ts', '4d', '8d']",0.01098901098901095,9, 'Player IlxxxlI checks'
TURN,"['7c', '5c']","['Ts', '4d', '8d', '8h']",0.3544626105601716,8, 'Player IlxxxlI bets (0.50)'
RIVER,"['7c', '5c']","['Ts', '4d', '8d', '8h', 'Ks']",0.367595818815331,8, 'Player IlxxxlI checks'
PREFLOP,"['7d', 'Qh']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7s', '7c']",-1,0.16,-1, 'Player IlxxxlI raises (0.52)'
PREFLOP,"['8c', 'Jd']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '6c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8h', '6h']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '9d']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['3d', 'Js']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['As', '7d']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['4d', '3s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'Ac']",-1,0.19,-1,'Player IlxxxlI raises (0.75)'
PREFLOP,"['5c', '3h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jd', 'Td']",-1,0.15,-1, 'Player IlxxxlI raises (0.62)'
FLOP,"['Jd', 'Td']","['6c', '6d', '3d']",0.2995175556151166,8, 'Player IlxxxlI checks'
PREFLOP,"['5s', '5c']",-1,0.02,-1,'Player IlxxxlI raises (0.62)'
FLOP,"['5s', '5c']","['4h', '7s', 'Jd']",0.26815867059769494,8, 'Player IlxxxlI bets (0.25)'
TURN,"['5s', '5c']","['4h', '7s', 'Jd', '6h']",0.2682926829268293,8, 'Player IlxxxlI checks'
PREFLOP,"['5c', 'Th']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['9d', '6h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['6c', 'Tc']",-1,-0.11,-1,Player IlxxxlI folds
PREFLOP,"['Ks', '4c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Ah', '3h']",-1,0.02,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['Ah', '3h']","['7c', 'Qh', '5d']",0.13495041543822028,9, 'Player IlxxxlI checks'
PREFLOP,"['Jh', '5s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '3s']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['9s', 'Qc']",-1,-0.08,-1,Player IlxxxlI folds
PREFLOP,"['6c', 'Ac']",-1,0.03,-1,Player IlxxxlI folds
PREFLOP,"['9d', '7h']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['6h', '9d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4s', 'Jh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['3c', '7c']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['6s', '7s']",-1,-0.03,-1,Player IlxxxlI folds
PREFLOP,"['4d', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '8c']",-1,-0.10,-1, 'Player IlxxxlI calls (0.15)'
PREFLOP,"['8s', '7h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['7h', '7c']",-1,0.16,-1,'Player IlxxxlI raises (1)'
PREFLOP,"['3d', 'Qh']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Jh']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['6s', 'Ac']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Qs', '2d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['6s', '5s']",-1,-0.07,-1,Player IlxxxlI folds
PREFLOP,"['2d', 'Jc']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', '9c']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['5d', '9h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ah', 'Th']",-1,0.32,-1, 'Player IlxxxlI raises (1.13)'
FLOP,"['Ah', 'Th']","['Ad', '7c', '5s']",0.5341731439292414,8, 'Player IlxxxlI checks'
TURN,"['Ah', 'Th']","['Ad', '7c', '5s', 'Kh']",0.5514607343875637,8, 'Player IlxxxlI checks'
RIVER,"['Ah', 'Th']","['Ad', '7c', '5s', 'Kh', '7s']",0.6604127579737336,7, 'Player IlxxxlI checks'
PREFLOP,"['7d', 'Th']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['Jh', '5c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Tc']",-1,-0.10,-1,Player IlxxxlI folds
PREFLOP,"['9d', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['7h', '4d']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ts', '2s']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['3c', '4d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5c', 'Ah']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['4h', '6s']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Kh', 'Qs']",-1,0.16,-1,Player IlxxxlI folds
PREFLOP,"['7c', 'Jd']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Td', '8d']",-1,-0.00,-1,Player IlxxxlI folds
PREFLOP,"['Js', '3d']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['5d', '5c']",-1,0.02,-1, 'Player IlxxxlI raises (3.14)'
PREFLOP,"['Ac', 'Qd']",-1,0.31,-1, 'Player IlxxxlI raises (5.75)'
FLOP,"['Ac', 'Qd']","['6c', 'Kh', '4s']",0.16630930045564196,9, 'Player IlxxxlI bets (6.17)'
PREFLOP,"['4c', '3c']",-1,-0.13,-1,Player IlxxxlI folds
PREFLOP,"['8s', 'Qh']",-1,-0.11,-1, 'Player IlxxxlI calls (0.25)'
FLOP,"['8s', 'Qh']","['3c', 'As', 'Ad']",0.5431519699812383,8, 'Player IlxxxlI bets (0.50)'
PREFLOP,"['3s', 'Kc']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['Kd', 'Kh']",-1,1.67,-1,'Player IlxxxlI raises (0.62)'
FLOP,"['Kd', 'Kh']","['9d', '3c', 'Tc']",0.5058965424819084,8, 'Player IlxxxlI bets (1.24)'
TURN,"['Kd', 'Kh']","['9d', '3c', 'Tc', 'Ks']",0.7713749664969177,6, 'Player IlxxxlI bets (3.75)'
PREFLOP,"['Ts', 'Qc']",-1,-0.02,-1, 'Player IlxxxlI raises (2)'
PREFLOP,"['4c', '5h']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Ad', 'Kd']",-1,0.78,-1, 'Player IlxxxlI raises (3.40)'
PREFLOP,"['5h', 'Ad']",-1,-0.12,-1,Player IlxxxlI folds
PREFLOP,"['Td', '2d']",-1,-0.14,-1,Player IlxxxlI folds
PREFLOP,"['9c', 'Js']",-1,-0.09,-1,Player IlxxxlI folds
PREFLOP,"['5h', '8h']",-1,-0.12,-1, 'Player IlxxxlI checks'
FLOP,"['5h', '8h']","['6c', '6h', 'Jc']",0.29831144465290804,8, 'Player IlxxxlI checks'
